,name,cb_url,domain,homepage_url,logo_url,short_description,t&c_filename,t&c_url,last_crawlel_date
256,Marc Fisher Footwear,https://www.crunchbase.com/organization/marc-fisher-footwear?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,marcfisherfootwearcorp.com,http://marcfisherfootwearcorp.com/,https://res.cloudinary.com/crunchbase-production/image/upload/0d6ef2a2209f2df0be3b,Marc Fisher Footwear is a designer and marketer of fashion footwear.,,,
257,Hollister,https://www.crunchbase.com/organization/hollister?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hollister.com,https://www.hollister.com/,https://res.cloudinary.com/crunchbase-production/image/upload/46132ee1b551d7882b23,Hollister is a developer and manufacturer of healthcare products.,,,
258,ColourPop Cosmetics,https://www.crunchbase.com/organization/colourpop-cosmetics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,colourpop.com,https://colourpop.com/,https://res.cloudinary.com/crunchbase-production/image/upload/b46e08e1161dbfba6b86,ColourPop Cosmetics provides online beauty products.,,,
259,Canon,https://www.crunchbase.com/organization/canon-2141?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,canon.no,http://canon.no,https://res.cloudinary.com/crunchbase-production/image/upload/445c322dd5b184702bd6,"Canon specializes in cameras, healthcare technologies, and business consultancy worldwide with its imaging innovation.",,,
260,LEGO,https://www.crunchbase.com/organization/lego-f60c?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lgemba.com,http://www.lgemba.com/,https://res.cloudinary.com/crunchbase-production/image/upload/e850d412ea9928529985,"LEGO offers e-commerce operations, technology, consulting, training and digital services.",,,
261,Michael Kors,https://www.crunchbase.com/organization/michael-kors-0883?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,michaelkors.com,https://www.michaelkors.com/,https://res.cloudinary.com/crunchbase-production/image/upload/t6yhyyh7shlae4kfdtos,Michael Kors is an e-shop that offers ladies fashion clothing and accessories that fit perfectly and meets the needs of the modern woman.,,,
262,Rock The Bells,https://www.crunchbase.com/organization/rock-the-bells?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,rockthebells.com,https://www.rockthebells.com/,https://res.cloudinary.com/crunchbase-production/image/upload/r0dmmisytu5p8vndh47p,Rock The Bells is an online store for hip-hop culture merchandise.,,,
263,Gap,https://www.crunchbase.com/organization/gap,https://www.gap.com,https://www.gap.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1488038542/bl2ycp5imxbjx5oiqkqs.png,"Gap Inc. is a global retailer offering clothing, accessories, and personal care products for men, women, and children under various brands.",,,
264,YSL Beauty,https://www.crunchbase.com/organization/ysl-beauty?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,yslbeautyus.com,https://www.yslbeautyus.com/,https://res.cloudinary.com/crunchbase-production/image/upload/jcelsf6spydrdvgzczhi,"YSL Beauty is an internet shop that sells a wide collection of beauty, skin care and cosmetics products.",,,
265,Maison Margiela,https://www.crunchbase.com/organization/maison-margiela?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,maisonmargiela.com,https://www.maisonmargiela.com/gb,https://res.cloudinary.com/crunchbase-production/image/upload/ahoc7xgkmxomwhrdoz7q,Maison Margiela is a French fashion house founded in Paris in 1988 by Belgian designer Martin Margiela.,,,
266,Clarins,https://www.crunchbase.com/organization/clarins?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,clarins.co.uk,https://www.clarins.co.uk/,https://res.cloudinary.com/crunchbase-production/image/upload/ausotnh8bbilkwaehxoo,Clarins bringing beauty to doorstep.,,,
267,JCPenney,https://www.crunchbase.com/organization/jcpenney-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,jcp.com,http://jcp.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397185888/730ccbfe7d7a98104fd0381e3ced97be.gif,JCPenney is a chain of American mid-range department stores.,,,
268,BarnesandNoble.com,https://www.crunchbase.com/organization/barnesandnoble-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,barnesandnoble.com,https://www.barnesandnoble.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1457487959/t3016vhnj6zhp4kmbcmn.png,"Barnes & Noble, Inc., is a Fortune 500 company, the largest retail bookseller in the United States",,,
269,Starbucks Corporation,https://www.crunchbase.com/organization/starbucks?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,starbucks.com,http://www.starbucks.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1488264559/cbgqpe9icin2ntbpguyc.png,"Starbucks is an international chain of restaurants that retails handcrafted coffee, tea, and fresh food items.",,,
270,UNIQLO,https://www.crunchbase.com/organization/uniqlo-co,uniqlo.com,https://www.uniqlo.com/us/en/home/,"https://res-1.cloudinary.com/crunchbase-production/image/upload/c_lpad,h_170,w_170,f_auto,b_white,q_auto:eco/v1426676555/aczy25bx1rkfb85aibq8.png","UNIQLO Co is an online store that sells women’s, men’s, and kids’ clothing and accessories.",,,
271,Ulta Beauty,https://www.crunchbase.com/organization/ulta-beauty?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ulta.com,https://www.ulta.com/,https://res.cloudinary.com/crunchbase-production/image/upload/z74ckstwvvrvqnsdxidl,"Ulta Beauty  is the largest beauty retailer in the United States and the premier beauty destination for cosmetics, fragrance.",,,
272,Lancôme USA,https://www.crunchbase.com/organization/lancôme-usa?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lancome-usa.com,http://www.lancome-usa.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1427713204/ccz9tuohxrjpgslhcdn1.png,Lancôme's French offers a wide range of cosmetics and beauty products.,,,
273,Stila Styles LLC,https://www.crunchbase.com/organization/stila-styles-llc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,stilacosmetics.com,http://www.stilacosmetics.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1412838510/rqck8ng5zffnurl1xlip.jpg,Stila Cosmetics is a cosmetics company.,,,
274,Stuart Weitzman,https://www.crunchbase.com/organization/stuart-weitzman?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,stuartweitzman.com,http://stuartweitzman.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1420549461/hq3lp11fyjjxd84nhvhm.jpg,"Sharing our obsession with shoes,",,,
275,Neiman Marcus Group,https://www.crunchbase.com/organization/neiman-marcus?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,neimanmarcus.com,http://www.neimanmarcus.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1439241582/hownkmfityzaupt0ml7g.png,Neiman Marcus Group is a company that owns an apparel store that sells everything from shoes to shirts.,,,
276,UGG Australia,https://www.crunchbase.com/organization/ugg-australia?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,uggaustralia.com,http://www.uggaustralia.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1418972299/naorxrnv3rmxxfglbc55.png,"The UGG® Australia product platform is directed toward consumers who value luxury, comfort and the highest quality footwear available.",,,
277,Kipling,https://www.crunchbase.com/organization/kipling?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,kipling-usa.com,https://www.kipling-usa.com/,https://res.cloudinary.com/crunchbase-production/image/upload/02a8a02bb12710707169,Kipling is a fashion and apparel company.,,,
278,Bloomingdale's,https://www.crunchbase.com/organization/bloomingdales?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bloomingdales.com,http://www.bloomingdales.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1419656012/bxshifvcxbgr8aludn04.jpg,"Bloomingdale's operates a chain of department stores that offers clothing, shoes, handbags, wallets, and accessories for men and women.",,,
279,FabFitFun,https://www.crunchbase.com/organization/fabfitfun?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fabfitfun.com,http://fabfitfun.com,https://res.cloudinary.com/crunchbase-production/image/upload/fxtwcz8zpmbcrlrg73cx,FabFitFun offers subscription services that allow its members to discover brands and products.,,,
280,Shipt,https://www.crunchbase.com/organization/shipt-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,shipt.com,https://www.shipt.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1492540330/qf5p8wyxtkp6syeukxk9.png,Shipt is a grocery delivery service that lets members order groceries and alcohol from their local store for delivery right to their door.,,,
281,Chloe + Isabel,https://www.crunchbase.com/organization/chloe-isabel?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,chloeandisabel.com,http://chloeandisabel.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1403552469/mavgtbtuqcyti1szfjqh.jpg,Chloe + Isabel is a social commerce jewelry company empowering and connecting women through their own social selling experience.,,,
282,Threadless,https://www.crunchbase.com/organization/threadless?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,threadless.com,http://www.threadless.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397182106/2e87adfa6083a78dab4955b3f032672d.png,"Threadless is a global community-driven design platform featuring designs created by various designers, artists and general consumers.",,,
283,Lowe’s,https://www.crunchbase.com/organization/lowes?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lowes.com,http://lowes.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397185394/fb797cdb5af1aaa4612de3ec234085fc.png,"Find quality appliances, paint, patio furniture, tools, flooring, hardware and more for all your home improvement needs at Lowe's.",,,
284,The Home Depot,https://www.crunchbase.com/organization/the-home-depot-corporate?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,corporate.homedepot.com,https://corporate.homedepot.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1488356308/y27rvnlaah0k2bvldaw7.png,The Home Depot provides customers with innovative home improvement products at a great value.,,,
285,Pacific Sunwear,https://www.crunchbase.com/organization/pacific-sunwear?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,pacsun.com,http://www.pacsun.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1460175508/pskepcd8vnokmv4pegvo.png,"A leading specialty retailer rooted in the action sports, fashion and music influences of the California lifestyle",,,
286,Lady M Confections Co.,https://www.crunchbase.com/organization/lady-m-confections-co?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ladym.com,https://www.ladym.com/,https://res.cloudinary.com/crunchbase-production/image/upload/kvpjdtnt3qgdsfdnfjna,Lady M provides confectioneries and pastries sold via online.,,,
287,YouTube,https://www.crunchbase.com/organization/youtube?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,youtube.com,http://www.youtube.com,https://res.cloudinary.com/crunchbase-production/image/upload/lnmhakopfojftyrzr4oa,"YouTube, a video-sharing platform, allows users to upload, view, and share videos, including movie and music clips and amateur content.",,,
288,LinkedIn,https://www.crunchbase.com/organization/linkedin?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,linkedin.com,http://linkedin.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1398126453/adu2g57bgen4u9lb1kb1.png,"LinkedIn is a professional networking site that allows its members to create business connections, search jobs, and find potential clients.",,,
289,WordPress,https://www.crunchbase.com/organization/wordpress?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,wordpress.com,https://wordpress.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1440611738/hjg7jfbvlkgl02os00au.png,WordPress offers a web publishing software that can be used to create websites or blogs.,,,
290,Disney Media Networks,https://www.crunchbase.com/organization/disney-media-networks?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thewaltdisneycompany.com,http://thewaltdisneycompany.com/disney-companies/media-networks,https://res.cloudinary.com/crunchbase-production/image/upload/v1397185427/ebeebc1fe790d8cd1c63a73d42f26bab.png,"Disney Media Networks comprise  vast array of broadcast, cable, radio, publishing, and digital businesses.",,,
291,Hewlett-Packard,https://www.crunchbase.com/organization/hewlett-packard?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hp.com,http://www.hp.com,https://res.cloudinary.com/crunchbase-production/image/upload/t3yy0cbsyxmdobociafd,"Hewlett-Packard provides products, technologies, software, solutions, and services to individual consumers and SMBs.",,,
292,Alaska Air Group,https://www.crunchbase.com/organization/alaska-air-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,alaskaair.com,http://www.alaskaair.com,https://res.cloudinary.com/crunchbase-production/image/upload/awcecuisxvmp6suocvfa,Alaska Airlines is the eighth-largest U.S. airline based on passenger traffic and is the dominant U.S. West Coast air carrier.,,,
293,AliExpress,https://www.crunchbase.com/organization/aliexpress?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,aliexpress.com,https://www.aliexpress.com/,https://res.cloudinary.com/crunchbase-production/image/upload/dke6pt7l5f3jihkmhjzm,AliExpress is an online retail service owned by Alibaba.,,,
294,Ralph Lauren Corporation,https://www.crunchbase.com/organization/ralph-lauren-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,ralphlauren.com,http://www.ralphlauren.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397185677/48a78d4186058906a0007b1d4481e40c.png,"Ralph Lauren Corporation works for the design, marketing and distribution of premium lifestyle products.",,,
295,Gucci,https://www.crunchbase.com/organization/gucci?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,gucci.com,http://www.gucci.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1488040829/ticjpfnhwiohz5hwrlsh.png,Gucci is one of the world's leading luxury brands.,,,
296,ALLSAINTS,https://www.crunchbase.com/organization/allsaints?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,allsaints.com,http://www.allsaints.com/,https://res.cloudinary.com/crunchbase-production/image/upload/mi8scg1syliog1ipoeli,"ALLSAINTS is an e-commerce platform for fashion, women’s wear, men’s wear, clothing, accessories, footwear, and more.",,,
297,Fendi,https://www.crunchbase.com/organization/fendi-s-r-l?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,fendi.com,https://www.fendi.com/,https://res.cloudinary.com/crunchbase-production/image/upload/wqhapttlnztnny3jaqpr,"Fendi offers apparel, timepieces, and fragrances for women, men, and kids.",,,
298,French Connection Group,https://www.crunchbase.com/organization/french-connection-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,frenchconnection.com.au,https://www.frenchconnection.com.au/,https://res.cloudinary.com/crunchbase-production/image/upload/devawqrmovi1ccg1kr6g,"French Connection Group PLC designs, produces, and distributes branded fashion clothing for men, women, and children.",,,
299,Givenchy SA,https://www.crunchbase.com/organization/givenchy-sa?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,givenchy.com,https://www.givenchy.com/,https://res.cloudinary.com/crunchbase-production/image/upload/wk9xs6khaqt5t3oqzrgi,"Givenchy SA is designs, manufactures, and sells clothes for men and women.",,,
300,Herschel Supply,https://www.crunchbase.com/organization/herschel-supply?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,herschelsupply.com,http://www.herschelsupply.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1413635335/oxcuetihlwiku3geph4u.jpg,Herschel Supply is an American brand that offers a range of bags and accessories.,,,
301,Kenzo,https://www.crunchbase.com/organization/kenzo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,services-ges.de,http://www.services-ges.de,https://res.cloudinary.com/crunchbase-production/image/upload/bca7dad927fee31f1881,Kenzo is an online store for clothing and accessories that offers various collections at competitive prices.,,,
302,Moncler,https://www.crunchbase.com/organization/moncler-s-p-a?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,monclergroup.com,http://www.monclergroup.com/en/,https://res.cloudinary.com/crunchbase-production/image/upload/v1454914502/e7xq17atepf7gljwcl8n.png,"Moncler is present in all major markets both through the retail channel, consisting of directly operated stores (DOS)* and the online store.",,,
303,Puma,https://www.crunchbase.com/organization/puma?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,us.puma.com,http://us.puma.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1488031588/ojishq9u9hknccjtypqf.png,"Puma is a company that specializes in sports clothing, footwear, apparel, and accessories.",,,
304,rag & bone,https://www.crunchbase.com/organization/rag-bone?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,rag-bone.com,http://www.rag-bone.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397194037/53faf7501d970b4930a54760b5eef3ad.jpg,"rag & bone is a fashion retailer that sells clothing, shoes, and accessories.",,,
305,Reebok International,https://www.crunchbase.com/organization/reebok-international?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,reebok.com,http://www.reebok.com/en-US/,https://res.cloudinary.com/crunchbase-production/image/upload/v1488038113/hfrlpflkee16ifawmcw1.png,"Reebok is a global brand that creates and markets sports and lifestyle products upon an authenticity in sports, fitness, and more.",,,
306,Tommy Hilfiger,https://www.crunchbase.com/organization/tommy-hilfiger?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,global.tommy.com,http://global.tommy.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1421055961/grwqxq66c2h6nhadsibk.png,Tommy Hilfiger is one of the world’s leading designer lifestyle brands.,,,
307,LG Group,https://www.crunchbase.com/organization/lg-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lgcorp.com,http://www.lgcorp.com/,https://res.cloudinary.com/crunchbase-production/image/upload/hpth8nnfz8cfmmvn8gz4,"LG Group is a multinational conglomerate company that makes electronics, chemicals, and telecom products.",,,
308,Clarks Americas,https://www.crunchbase.com/organization/clarks-americas?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,clarks.com,http://www.clarks.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1423732352/cnocaz8oalkefyqoeoq5.png,"Clarks Americas, Inc., the US subsidiary of a global privately-held footwear company.",,,
309,Dr Martens,https://www.crunchbase.com/organization/dr-martens?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,drmartens.com,http://www.drmartens.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1424506248/bfho1nypqmueygsrmtgd.png,"Dr. Martens US store for boots, shoes, sandals, clothing, bags and accessories.",,,
310,FreePeople.com,https://www.crunchbase.com/organization/freepeople-com?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,freepeople.com,http://www.freepeople.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1397749326/5c93673b6911de687c7983869ea7394c.jpg,Online home of Free People brand,,,
311,JIMMY CHOO,https://www.crunchbase.com/organization/jimmy-choo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,row.jimmychoo.com,http://row.jimmychoo.com,https://res.cloudinary.com/crunchbase-production/image/upload/zw1mzvqki7chlfpy8nmr,"Jimmy Choo is an apparel and accessories platform based in London, England.",,,
312,Bobbi Brown Cosmetics,https://www.crunchbase.com/organization/bobbi-brown-cosmetics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bobbibrowncosmetics.com,https://www.bobbibrowncosmetics.com/,https://res.cloudinary.com/crunchbase-production/image/upload/7dbbd65935a47b38f41c,Bobbi Brown Cosmetics is an online cosmetic store.,,,
313,Charlotte Tilbury Beauty,https://www.crunchbase.com/organization/charlotte-tilbury-beauty?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,global.charlottetilbury.com,http://global.charlottetilbury.com/,https://res.cloudinary.com/crunchbase-production/image/upload/lyxlo6dwj45s1vayloz3,"Charlotte Tilbury Beauty provides makeup, skin care & beauty collection, including Magic Cream & film star Bronze & Glow.",,,
314,Christian Dior,https://www.crunchbase.com/organization/christian-dior-couture?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,dior-finance.com,http://www.dior-finance.com,https://res.cloudinary.com/crunchbase-production/image/upload/jfuwscb8c72plbu7gf75,Christian Dior is a French company that designs and retails fashion accessories and beauty products.,,,
315,Hourglass,https://www.crunchbase.com/organization/hourglass-cosmetics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,hourglasscosmetics.com,https://www.hourglasscosmetics.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1497963705/gnpwtnusdgdqike5hbvb.png,Hourglass is a beauty industry.,,,
316,Laura Mercier Cosmetics,https://www.crunchbase.com/organization/laura-mercier-cosmetics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,lauramercier.com,http://www.lauramercier.com/store/,https://res.cloudinary.com/crunchbase-production/image/upload/v1464943558/jedw5prtc8myjse8x3tl.jpg,"Laura Mercier Cosmetics E-commerce site with cosmetics, makeup, and skincare developed by a make up artist to many celebrities.",,,
317,La Prairie Group,https://www.crunchbase.com/organization/la-prairie-group?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,laprairiegroup.ch,http://www.laprairiegroup.ch/,https://res.cloudinary.com/crunchbase-production/image/upload/v1493373040/scc4orpuuf1z87zfgrsg.png,La Prairie Group manufactures skincare products.,,,
318,Miu Miu USA,https://www.crunchbase.com/organization/miu-miu-usa?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,miumiu.com,http://www.miumiu.com/,https://res.cloudinary.com/crunchbase-production/image/upload/v1433236052/ybvjaxmyptz5fwmfrf3j.png,Miu Miu is a high fashion women's clothing and accessory brand from the Prada fashion house,,,
319,Marc Jacobs,https://www.crunchbase.com/organization/marc-jacobs?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,marcjacobs.com,http://www.marcjacobs.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1419497282/ohiab1tzhxpfqzzdgzxd.png,Marc Jacobs is a multi-brand store that operates as a designer and retailer of apparel and accessories for men and women.,,,
320,NARS Cosmetics,https://www.crunchbase.com/organization/nars-cosmetics?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,narscosmetics.com,https://www.narscosmetics.com/,,NARS Cosmetics is French cosmetics and skin care company.,,,
321,Oribe Hair Care,https://www.crunchbase.com/organization/oribe-hair-care?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,oribe.com,http://oribe.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1509740276/of3pxytoyiygnul9myne.jpg,Oribe Hair Care is a consumer goods company offering hair spa products.,,,
322,PRADA,https://www.crunchbase.com/organization/prada?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,prada.com,https://www.prada.com/,https://res.cloudinary.com/crunchbase-production/image/upload/jmb54udny5yrgvnep23s,PRADA is an E-commerce Company.,,,
323,Nintendo,https://www.crunchbase.com/organization/nintendo?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,nintendo.com,http://nintendo.com,https://res.cloudinary.com/crunchbase-production/image/upload/v1484846211/y0kvtyvhwmeoi0xaaoev.png,Nintendo is a Japanese multinational consumer electronics company that develops game consoles.,,,
324,Brother Industries,https://www.crunchbase.com/organization/brother-industries?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,brother.com,http://www.brother.com,https://res.cloudinary.com/crunchbase-production/image/upload/b5a4v8a2mctovhekdbul,Brother Industries is a multinational electronics and electrical equipment company that offers a wide range of consumer electronics.,,,
325,Honeywell International,https://www.crunchbase.com/organization/honeywell?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,honeywell.com,http://www.honeywell.com,https://res.cloudinary.com/crunchbase-production/image/upload/l4vfvem6ele3ya2vhiuu,"Honeywell International is a technology and manufacturing company that offers energy, safety, and security solutions and technologies.",,,
